category,title,description,upvotes,has_images,hour,area,priority
water_leakage,Water_leakage issue in Indiranagar,pani leakage near metro pillar. This is happening in Indiranagar near the landmark.,32,0,1,Indiranagar,high
water_leakage,Water_leakage issue in Jayanagar,pani leakage near metro pillar. This is happening in Jayanagar near the landmark.,18,0,9,Jayanagar,high
water_leakage,Water_leakage issue in Jayanagar,large amount of water being wasted due to pipe crack. This is happening in Jayanagar near the landmark.,48,1,3,Jayanagar,high
water_leakage,Water_leakage issue in Koramangala,leakage in underground water line. This is happening in Koramangala near the landmark.,32,1,18,Koramangala,high
water_leakage,Water_leakage issue in Whitefield,water wasting from broken pipe near park. This is happening in Whitefield near the landmark.,28,0,19,Whitefield,high
water_leakage,Water_leakage issue in Malleshwaram,drinking water overflowing on road. This is happening in Malleshwaram near the landmark.,46,1,3,Malleshwaram,high
water_leakage,Water_leakage issue in Indiranagar,water wasting from broken pipe near park. This is happening in Indiranagar near the landmark.,48,0,0,Indiranagar,high
water_leakage,Water_leakage issue in Jayanagar,water coming out from road surface. This is happening in Jayanagar near the landmark.,48,1,23,Jayanagar,high
water_leakage,Water_leakage issue in Koramangala,BWSSB pipe burst in my area. This is happening in Koramangala near the landmark.,9,1,4,Koramangala,medium
water_leakage,Water_leakage issue in HSR Layout,leakage in underground water line. This is happening in HSR Layout near the landmark.,6,1,19,HSR Layout,medium
water_leakage,Water_leakage issue in MG Road,large amount of water being wasted due to pipe crack. This is happening in MG Road near the landmark.,12,0,22,MG Road,high
water_leakage,Water_leakage issue in Whitefield,BWSSB pipe burst in my area. This is happening in Whitefield near the landmark.,47,0,3,Whitefield,high
water_leakage,Water_leakage issue in Koramangala,water coming out from road surface. This is happening in Koramangala near the landmark.,21,0,15,Koramangala,high
water_leakage,Water_leakage issue in Jayanagar,large amount of water being wasted due to pipe crack. This is happening in Jayanagar near the landmark.,18,1,12,Jayanagar,high
water_leakage,Water_leakage issue in Malleshwaram,BWSSB pipe burst in my area. This is happening in Malleshwaram near the landmark.,18,1,2,Malleshwaram,high
water_leakage,Water_leakage issue in Jayanagar,pani leaking from main pipe. This is happening in Jayanagar near the landmark.,18,1,10,Jayanagar,high
water_leakage,Water_leakage issue in Jayanagar,pipeline burst on street. This is happening in Jayanagar near the landmark.,19,1,17,Jayanagar,high
water_leakage,Water_leakage issue in MG Road,water supply pipe broken. This is happening in MG Road near the landmark.,1,0,13,MG Road,low
water_leakage,Water_leakage issue in Whitefield,pani leaking from main pipe. This is happening in Whitefield near the landmark.,46,0,18,Whitefield,high
water_leakage,Water_leakage issue in HSR Layout,water wasting from broken pipe near park. This is happening in HSR Layout near the landmark.,20,1,7,HSR Layout,high
water_leakage,Water_leakage issue in Jayanagar,water coming out from road surface. This is happening in Jayanagar near the landmark.,21,1,6,Jayanagar,high
water_leakage,Water_leakage issue in Malleshwaram,pani leakage near metro pillar. This is happening in Malleshwaram near the landmark.,41,1,14,Malleshwaram,high
water_leakage,Water_leakage issue in Koramangala,water coming out from road surface. This is happening in Koramangala near the landmark.,2,0,5,Koramangala,low
water_leakage,Water_leakage issue in Indiranagar,pani leaking from main pipe. This is happening in Indiranagar near the landmark.,45,1,17,Indiranagar,high
water_leakage,Water_leakage issue in Indiranagar,pani leaking from main pipe. This is happening in Indiranagar near the landmark.,2,0,22,Indiranagar,low
water_leakage,Water_leakage issue in Jayanagar,leakage in underground water line. This is happening in Jayanagar near the landmark.,19,1,15,Jayanagar,high
water_leakage,Water_leakage issue in HSR Layout,BWSSB pipe burst in my area. This is happening in HSR Layout near the landmark.,32,0,0,HSR Layout,high
water_leakage,Water_leakage issue in Jayanagar,leakage in underground water line. This is happening in Jayanagar near the landmark.,9,1,8,Jayanagar,medium
water_leakage,Water_leakage issue in Whitefield,large amount of water being wasted due to pipe crack. This is happening in Whitefield near the landmark.,2,1,22,Whitefield,low
water_leakage,Water_leakage issue in Malleshwaram,pani leaking from main pipe. This is happening in Malleshwaram near the landmark.,26,0,18,Malleshwaram,high
water_leakage,Water_leakage issue in Koramangala,leakage in underground water line. This is happening in Koramangala near the landmark.,20,1,16,Koramangala,high
water_leakage,Water_leakage issue in Indiranagar,large amount of water being wasted due to pipe crack. This is happening in Indiranagar near the landmark.,20,0,10,Indiranagar,high
water_leakage,Water_leakage issue in Koramangala,pani leakage near metro pillar. This is happening in Koramangala near the landmark.,2,1,6,Koramangala,low
water_leakage,Water_leakage issue in Malleshwaram,water supply pipe broken. This is happening in Malleshwaram near the landmark.,1,1,0,Malleshwaram,low
water_leakage,Water_leakage issue in Whitefield,pipeline burst on street. This is happening in Whitefield near the landmark.,48,1,23,Whitefield,high
water_leakage,Water_leakage issue in Malleshwaram,pipeline burst on street. This is happening in Malleshwaram near the landmark.,30,0,13,Malleshwaram,high
water_leakage,Water_leakage issue in Whitefield,large amount of water being wasted due to pipe crack. This is happening in Whitefield near the landmark.,28,1,5,Whitefield,high
water_leakage,Water_leakage issue in Malleshwaram,water wasting from broken pipe near park. This is happening in Malleshwaram near the landmark.,19,0,18,Malleshwaram,high
water_leakage,Water_leakage issue in MG Road,water supply pipe broken. This is happening in MG Road near the landmark.,42,1,19,MG Road,high
water_leakage,Water_leakage issue in Indiranagar,BWSSB pipe burst in my area. This is happening in Indiranagar near the landmark.,47,0,5,Indiranagar,high
water_leakage,Water_leakage issue in Whitefield,BWSSB pipe burst in my area. This is happening in Whitefield near the landmark.,45,0,14,Whitefield,high
water_leakage,Water_leakage issue in Indiranagar,pipeline burst on street. This is happening in Indiranagar near the landmark.,11,0,7,Indiranagar,high
water_leakage,Water_leakage issue in Koramangala,BWSSB pipe burst in my area. This is happening in Koramangala near the landmark.,48,0,23,Koramangala,high
water_leakage,Water_leakage issue in Koramangala,pipeline burst on street. This is happening in Koramangala near the landmark.,38,1,5,Koramangala,high
water_leakage,Water_leakage issue in Indiranagar,water coming out from road surface. This is happening in Indiranagar near the landmark.,29,0,12,Indiranagar,high
water_leakage,Water_leakage issue in Indiranagar,water coming out from road surface. This is happening in Indiranagar near the landmark.,44,0,16,Indiranagar,high
water_leakage,Water_leakage issue in MG Road,water supply pipe broken. This is happening in MG Road near the landmark.,10,1,10,MG Road,medium
water_leakage,Water_leakage issue in MG Road,pani leakage near metro pillar. This is happening in MG Road near the landmark.,49,0,18,MG Road,high
water_leakage,Water_leakage issue in Koramangala,leakage in underground water line. This is happening in Koramangala near the landmark.,43,1,13,Koramangala,high
water_leakage,Water_leakage issue in Indiranagar,drinking water overflowing on road. This is happening in Indiranagar near the landmark.,12,1,5,Indiranagar,high
water_leakage,Water_leakage issue in Koramangala,pani leakage near metro pillar. This is happening in Koramangala near the landmark.,23,1,19,Koramangala,high
water_leakage,Water_leakage issue in Jayanagar,drinking water overflowing on road. This is happening in Jayanagar near the landmark.,13,1,16,Jayanagar,high
water_leakage,Water_leakage issue in Jayanagar,pipeline burst on street. This is happening in Jayanagar near the landmark.,0,1,13,Jayanagar,low
water_leakage,Water_leakage issue in Indiranagar,pipeline burst on street. This is happening in Indiranagar near the landmark.,20,0,12,Indiranagar,high
water_leakage,Water_leakage issue in HSR Layout,drinking water overflowing on road. This is happening in HSR Layout near the landmark.,15,0,0,HSR Layout,high
water_leakage,Water_leakage issue in Malleshwaram,water coming out from road surface. This is happening in Malleshwaram near the landmark.,8,1,10,Malleshwaram,medium
water_leakage,Water_leakage issue in Whitefield,water supply pipe broken. This is happening in Whitefield near the landmark.,34,0,4,Whitefield,high
water_leakage,Water_leakage issue in Koramangala,BWSSB pipe burst in my area. This is happening in Koramangala near the landmark.,16,0,20,Koramangala,high
water_leakage,Water_leakage issue in Indiranagar,leakage in underground water line. This is happening in Indiranagar near the landmark.,48,1,5,Indiranagar,high
water_leakage,Water_leakage issue in Jayanagar,water supply pipe broken. This is happening in Jayanagar near the landmark.,16,1,17,Jayanagar,high
water_leakage,Water_leakage issue in Malleshwaram,leakage in underground water line. This is happening in Malleshwaram near the landmark.,23,0,10,Malleshwaram,high
water_leakage,Water_leakage issue in Jayanagar,BWSSB pipe burst in my area. This is happening in Jayanagar near the landmark.,8,0,12,Jayanagar,medium
water_leakage,Water_leakage issue in Malleshwaram,BWSSB pipe burst in my area. This is happening in Malleshwaram near the landmark.,11,1,9,Malleshwaram,high
water_leakage,Water_leakage issue in Indiranagar,large amount of water being wasted due to pipe crack. This is happening in Indiranagar near the landmark.,3,1,9,Indiranagar,low
water_leakage,Water_leakage issue in Malleshwaram,BWSSB pipe burst in my area. This is happening in Malleshwaram near the landmark.,44,0,12,Malleshwaram,high
water_leakage,Water_leakage issue in Malleshwaram,drinking water overflowing on road. This is happening in Malleshwaram near the landmark.,14,1,23,Malleshwaram,high
water_leakage,Water_leakage issue in HSR Layout,pipeline burst on street. This is happening in HSR Layout near the landmark.,29,0,5,HSR Layout,high
water_leakage,Water_leakage issue in Jayanagar,BWSSB pipe burst in my area. This is happening in Jayanagar near the landmark.,32,1,7,Jayanagar,high
water_leakage,Water_leakage issue in MG Road,BWSSB pipe burst in my area. This is happening in MG Road near the landmark.,40,1,14,MG Road,high
water_leakage,Water_leakage issue in Indiranagar,water supply pipe broken. This is happening in Indiranagar near the landmark.,15,0,11,Indiranagar,high
water_leakage,Water_leakage issue in Whitefield,large amount of water being wasted due to pipe crack. This is happening in Whitefield near the landmark.,34,0,11,Whitefield,high
water_leakage,Water_leakage issue in Malleshwaram,pani leaking from main pipe. This is happening in Malleshwaram near the landmark.,20,0,0,Malleshwaram,high
water_leakage,Water_leakage issue in MG Road,BWSSB pipe burst in my area. This is happening in MG Road near the landmark.,31,1,12,MG Road,high
water_leakage,Water_leakage issue in Whitefield,drinking water overflowing on road. This is happening in Whitefield near the landmark.,35,0,3,Whitefield,high
water_leakage,Water_leakage issue in Whitefield,pani leakage near metro pillar. This is happening in Whitefield near the landmark.,12,1,8,Whitefield,high
water_leakage,Water_leakage issue in MG Road,BWSSB pipe burst in my area. This is happening in MG Road near the landmark.,20,1,19,MG Road,high
water_leakage,Water_leakage issue in HSR Layout,water wasting from broken pipe near park. This is happening in HSR Layout near the landmark.,7,0,10,HSR Layout,medium
